,mot,contains,restant
15217,pontaubert,1,13128
15218,pontaubault,1,13127
15219,pontarme,1,13126
15220,pontarlier,1,13125
15221,pontarion,1,13124
15222,pontamafrey,0,13124
15223,ponsampere,1,13123
15224,pontaix,1,13122
15225,pontain,1,13121
15226,pontailler,0,13121
15227,pontabbearnoult,1,13120
15228,pontabbe,1,13119
15229,ponsthomieres,0,13119
15230,ponsonnas,1,13118
15231,ponsmauchiens,0,13118
15232,ponscalm,0,13118
15233,ponsas,1,13117
15234,ponsan,0,13117
15235,pontpoitte,1,13116
15236,pontrieux,1,13115
15237,poulan,0,13115
15238,pouchergues,1,13114
15239,poubeau,1,13113
15240,pouançay,1,13112
15241,pouanvallees,1,13111
15242,pouant,1,13110
15243,pouange,0,13110
15244,pouance,1,13109
15245,potte,1,13108
15246,potigny,1,13107
15247,pothieres,1,13106
15248,potfer,0,13106
15249,poteries,0,13106
15250,poterieperche,1,13105
15251,potelle,1,13104
15252,potelieres,1,13103
15253,potangis,1,13102
15254,potan,0,13102
15255,postroff,1,13101
15256,postolle,1,13100
15257,postiac,0,13100
15258,poste,0,13100
15259,possonniere,1,13099
15260,possession,1,13098
15261,poses,1,13097
15262,posay,0,13097
15263,posanges,1,13096
15264,poucharramet,1,13095
15265,poudenas,1,13094
15266,pontroide,1,13093
15267,poudenx,1,13092
15268,poulainville,1,13091
15269,poulaines,1,13090
15270,poulain,0,13090
15271,poujol,0,13090
15272,pouillynonains,1,13089
15273,pouillymonial,1,13088
15274,pouillyfeurs,1,13087
15275,pouillyauxois,1,13086
15276,pouilleyvignes,1,13085
15277,pouilley,1,13084
15278,pouillenay,1,13083
15279,pouillecoteaux,1,13082
15280,pouillat,1,13081
15281,pouillac,1,13080
15282,pougy,1,13079
15283,pougueseaux,1,13078
15284,pougne,0,13078
15285,pougnadoresse,1,13077
15286,pouget,1,13076
15287,pouge,1,13075
15288,pouffonds,1,13074
15289,poueze,1,13073
15290,poueyferre,1,13072
15291,poudis,1,13071
15292,poudge,0,13071
15293,porzay,0,13071
15294,ports,1,13070
15295,portrieux,0,13070
15296,portpiles,1,13069
15297,pordic,1,13068
15298,porcieu,1,13067
15299,porcheville,1,13066
15300,porcheux,1,13065
15301,porcherie,1,13064
15302,porcheresse,0,13064
15303,porcheres,1,13063
15304,porchaire,0,13063
15305,porcelette,1,13062
15306,porcaro,1,13061
15307,popolasca,1,13060
15308,popincourt,0,13060
15309,popian,1,13059
15310,pontville,1,13058
15311,pontveyle,1,13057
15312,pontvendin,1,13056
15313,pontvaux,1,13055
15314,pontvallain,1,13054
15315,pontsericourt,0,13054
15316,pontsce,1,13053
15317,pontsalars,1,13052
15318,pontruet,1,13051
15319,pontruan,1,13050
15320,pontru,1,13049
15321,pontroyans,1,13048
15322,poret,0,13048
15323,porge,1,13047
15324,porhoet,0,13047
15325,portesre,1,13046
15326,porto,0,13046
15327,portnouvelle,1,13045
15328,portlanne,1,13044
15329,portiragnes,1,13043
15330,portieux,1,13042
15331,portgrand,1,13041
15332,portets,1,13040
15333,portetluchon,1,13039
15334,portetaspet,1,13038
15335,portesvalence,1,13037
15336,portesvaldaine,1,13036
15337,portenvaux,1,13035
15338,pornic,1,13034
15339,portelcorbieres,1,13033
15340,portel,1,13032
15341,portbouc,1,13031
15342,portbessin,1,13030
15343,portbarques,1,13029
15344,portbail,1,13028
15345,porspoder,1,13027
15346,porri,1,13026
15347,porquier,0,13026
15348,porquericourt,1,13025
15349,pornichet,1,13024
15350,rirand,0,13024
15351,risoul,1,13023
15352,sorneville,1,13022
15353,segrois,1,13021
15354,segree,0,13021
15355,segre,1,13020
15356,segoufielle,1,13019
15357,segos,1,13018
15358,segny,1,13017
15359,seglin,0,13017
15360,seglien,1,13016
15361,seglan,0,13016
15362,segalassiere,1,13015
15363,segalar,0,13015
15364,segal,0,13015
15365,seebach,1,13014
15366,sedzere,1,13013
15367,sedze,0,13013
15368,sederon,1,13012
15369,sedeilhac,1,13011
15370,sedan,1,13010
15371,secret,0,13010
15372,secquevillebessin,1,13009
15373,secqueville,1,13008
15374,secourt,1,13007
15375,secondin,0,13007
15376,secondigny,1,13006
15377,secondigne,0,13006
15378,seclin,1,13005
15379,segreville,1,13004
15380,segry,1,13003
15381,sechilienne,1,13002
15382,seguenville,0,13002
15383,seillonnaz,1,13001
15384,seillans,1,13000
15385,seillac,1,12999
15386,seilhan,1,12998
15387,seilhac,1,12997
15388,seilh,1,12996
15389,seigy,1,12995
15390,seigny,1,12994
15391,seignosse,1,12993
15392,seigneurs,0,12993
15393,seigneulles,1,12992
15394,seignelay,1,12991
15395,seigne,1,12990
15396,seignalens,1,12989
15397,seiches,0,12989
15398,seicheprey,1,12988
15399,seichebrieres,1,12987
15400,seichamps,1,12986
15401,seich,1,12985
15402,segus,1,12984
15403,segurvillas,1,12983
15404,seguret,1,12982
15405,segurchateau,1,12981
15406,segura,1,12980
15407,seguiniere,1,12979
15408,sechin,1,12978
15409,secheval,1,12977
15410,risset,0,12977
15411,scieurac,0,12977
15412,sciecq,1,12976
15413,schwobsheim,1,12975
15414,schwoben,1,12974
15415,schwindratzheim,1,12973
15416,schweyen,1,12972
15417,schwerdorff,1,12971
15418,schwenheim,1,12970
15419,schorbach,1,12969
15420,schopperten,1,12968
15421,schoenenbourg,1,12967
15422,schoeneck,1,12966
15423,schoenbourg,1,12965
15424,schoenau,1,12964
15425,schoelcher,1,12963
15426,schnersheim,1,12962
15427,schneckenbusch,1,12961
15428,schmittviller,1,12960
15429,schlierbach,1,12959
15430,schleithal,1,12958
15431,schirrhoffen,1,12957
15432,schirrhein,1,12956
15433,schirmeck,1,12955
15434,schiltigheim,1,12954
15435,schillersdorf,1,12953
15436,scherwiller,1,12952
15437,scientrier,1,12951
15438,sciez,1,12950
15439,secheras,1,12949
15440,scille,1,12948
15441,sechelles,0,12948
15442,sechault,1,12947
15443,secenans,1,12946
15444,seby,1,12945
15445,sebrazac,1,12944
15446,sebourg,1,12943
15447,seboncourt,1,12942
15448,sebeville,1,12941
15449,sebecourt,1,12940
15450,sebazac,1,12939
15451,sebastienraids,0,12939
15452,sebastienmorsent,0,12939
15453,sebastienaigrefeuille,0,12939
15454,seauve,0,12939
15455,seailles,1,12938
15456,scye,1,12937
15457,scy,0,12937
15458,scrupt,1,12936
15459,scrignac,1,12935
15460,scorbe,1,12934
15461,scopont,0,12934
15462,scopamene,0,12934
15463,scolca,1,12933
15464,scolasse,0,12933
15465,scionzier,1,12932
15466,seillons,0,12932
15467,seineabbaye,0,12932
15468,seinebache,0,12932
15469,senierbeuvron,0,12932
15470,sengouagnet,1,12931
15471,senezergues,1,12930
15472,senez,1,12929
15473,seneujols,1,12928
15474,senestis,1,12927
15475,senergues,1,12926
15476,senechas,1,12925
15477,sene,1,12924
15478,senconac,1,12923
15479,sencenac,0,12923
15480,senaux,1,12922
15481,senaud,1,12921
15482,senat,0,12921
15483,senas,1,12920
15484,senarpont,1,12919
15485,senargent,0,12919
15486,senarens,1,12918
15487,senard,0,12918
15488,senans,0,12918
15489,senan,1,12917
15490,senailly,1,12916
15491,senaide,1,12915
15492,senac,1,12914
15493,sen,1,12913
15494,semuy,1,12912
15495,senier,0,12912
15496,seniergues,1,12911
15497,seingbouse,1,12910
15498,senieur,0,12910
15499,senoville,1,12909
15500,senoux,0,12909
15501,senouillac,1,12908
15502,senots,1,12907
15503,senonnes,1,12906
15504,senonges,1,12905
15505,senones,1,12904
15506,senoncourtmaujouy,1,12903
15507,senoncourt,1,12902
15508,senonches,1,12901
15509,senon,1,12900
15510,senoch,0,12900
15511,senneçay,1,12899
15512,sennevoyhaut,1,12898
15513,sennevoybas,1,12897
15514,senneville,0,12897
15515,sennevieres,1,12896
15516,sennely,1,12895
15517,senneceygrand,1,12894
15518,senneceydijon,1,12893
15519,senlissec,1,12892
15520,senlisse,1,12891
15521,senlecques,1,12890
15522,seninghem,1,12889
15523,senille,1,12888
15524,semussac,1,12887
15525,semurvallon,1,12886
15526,semurbrionnais,1,12885
15527,semurauxois,1,12884
15528,semblançay,1,12883
15529,sembas,1,12882
15530,sembadel,1,12881
15531,semarey,1,12880
15532,semalle,1,12879
15533,semalens,1,12878
15534,sem,1,12877
15535,selvigny,0,12877
15536,selonnet,1,12876
15537,selongey,1,12875
15538,seloncourt,1,12874
15539,selommes,1,12873
15540,selleluitre,1,12872
15541,sellehermoy,1,12871
15542,selleforge,1,12870
15543,sellecogles,1,12869
15544,seligney,1,12868
15545,seligne,1,12867
15546,selestat,1,12866
15547,selens,1,12865
15548,selency,1,12864
15549,selbretagne,1,12863
15550,selaincourt,1,12862
15551,seix,1,12861
15552,seissan,1,12860
15553,sembleçay,1,12859
15554,semboues,1,12858
15555,semeac,1,12857
15556,semmadon,1,12856
15557,sempy,1,12855
15558,sempigny,1,12854
15559,sempesserre,1,12853
15560,semoy,1,12852
15561,semoutiers,0,12852
15562,semoussac,1,12851
15563,semousies,1,12850
15564,semouse,0,12850
15565,semondans,1,12849
15566,semond,1,12848
15567,semoine,1,12847
15568,semilly,1,12846
15569,semeacq,1,12845
15570,semillac,1,12844
15571,semide,1,12843
15572,semezies,0,12843
15573,semezanges,1,12842
15574,semeuse,0,12842
15575,semeries,1,12841
15576,sementron,1,12840
15577,semens,1,12839
15578,semene,0,12839
15579,semelay,1,12838
15580,semecourt,1,12837
15581,scherlenheim,1,12836
15582,scheibenhard,1,12835
15583,scharrachbergheim,1,12834
15584,saurais,1,12833
15585,saunieres,1,12832
15586,sauniere,1,12831
15587,saunay,1,12830
15588,saumos,1,12829
15589,saumontpoterie,1,12828
15590,saumont,1,12827
15591,saumeray,1,12826
15592,saumejan,1,12825
15593,saumanevaucluse,1,12824
15594,saulzoir,1,12823
15595,saulzetfroid,1,12822
15596,saulzet,1,12821
15597,saulzaispotier,1,12820
15598,saulxuresvannes,1,12819
15599,saulxuresnancy,1,12818
15600,saulxuresbulgneville,1,12817
15601,saulxerotte,1,12816
15602,saulxduc,1,12815
15603,saulxchartreux,1,12814
15604,saulxchamplon,1,12813
15605,saulve,0,12813
15606,saulvaux,1,12812
15607,saulty,1,12811
15608,saultrethel,1,12810
15609,saultnavailles,1,12809
15610,sauqueville,1,12808
15611,saurat,1,12807
15612,sauvagney,1,12806
15613,sauret,1,12805
15614,sauvagnac,1,12804
15615,sauvages,1,12803
15616,sauvagere,1,12802
15617,sautron,1,12801
15618,sautour,0,12801
15619,sauto,1,12800
15620,sauteyrargues,1,12799
15621,sauternes,1,12798
15622,sautel,1,12797
15623,saussy,1,12796
15624,saussines,1,12795
15625,saussignac,1,12794
15626,sausseuzemarecaux,1,12793
15627,sausseuil,0,12793
15628,saussetpins,1,12792
15629,sausses,1,12791
15630,saussens,1,12790
15631,saussenac,1,12789
15632,saussemesnil,1,12788
15633,saussaye,1,12787
15634,saussaycampagne,1,12786
15635,saussan,1,12785
15636,sausheim,1,12784
15637,saury,0,12784
15638,saurier,1,12783
15639,saultain,1,12782
15640,saulsotte,1,12781
15641,saulonrue,1,12780
15642,saulonchapelle,1,12779
15643,saudemont,1,12778
15644,saud,0,12778
15645,saucourt,1,12777
15646,sauclieres,1,12776
15647,sauchay,1,12775
15648,saucelle,1,12774
15649,saucede,1,12773
15650,saucats,1,12772
15651,saubusse,1,12771
15652,saubrigues,1,12770
15653,saubole,1,12769
15654,saubion,1,12768
15655,saubens,1,12767
15656,saturninlucian,0,12767
15657,saturninlimet,0,12767
15658,saturninlenne,0,12767
15659,saturninbois,0,12767
15660,saturninavignon,0,12767
15661,saturninapt,0,12767
15662,saturargues,1,12766
15663,satur,0,12766
15664,satolas,0,12766
15665,satillieu,1,12765
15666,sassy,1,12764
15667,sassis,1,12763
15668,saudoy,1,12762
15669,saudron,1,12761
15670,saudrupt,1,12760
15671,saulchoix,1,12759
15672,saulny,1,12758
15673,saulnes,1,12757
15674,saulnay,1,12756
15675,saulmory,0,12756
15676,saulles,1,12755
15677,saulieu,1,12754
15678,sauliac,0,12754
15679,saulgond,1,12753
15680,saulges,1,12752
15681,saulgehopital,1,12751
15682,saulcourt,0,12751
15683,saulchery,1,12750
15684,sauflieu,0,12750
15685,saulcet,1,12749
15686,saul,1,12748
15687,saujon,1,12747
15688,saujac,1,12746
15689,saugy,1,12745
15690,sauguis,0,12745
15691,saugon,1,12744
15692,saugnieu,0,12744
15693,saugnacq,0,12744
15694,saugnac,0,12744
15695,saugeot,1,12743
15696,sauvagnas,1,12742
15697,sauvagnon,1,12741
15698,schalkendorf,1,12740
15699,savoillan,1,12739
15700,savins,1,12738
15701,savinien,0,12738
15702,savineslac,1,12737
15703,savilly,1,12736
15704,savignyvieux,1,12735
15705,savignyveron,1,12734
15706,savignyterre,0,12734
15707,savignytemple,1,12733
15708,savignyseptaine,1,12732
15709,savignysec,1,12731
15710,savignysancerre,1,12730
15711,savignyrevermont,1,12729
15712,savignybeaune,1,12728
15713,savignies,1,12727
15714,savigneeveque,1,12726
15715,savignargues,1,12725
15716,savignacormeaux,1,12724
15717,savignacnontron,1,12723
15718,savignacmiremont,1,12722
15719,savignacl,0,12722
15720,savignaceglises,1,12721
15721,savignacduras,1,12720
15722,savigna,1,12719
15723,savieres,1,12718
15724,savianges,1,12717
15725,saviol,0,12717
15726,savoisy,1,12716
15727,sauvagny,1,12715
15728,savolles,1,12714
15729,schalbach,1,12713
15730,schaeffersheim,1,12712
15731,scelleur,0,12712
15732,sceauxgatinais,1,12711
15733,sceauxanjou,1,12710
15734,sceautres,1,12709
15735,sceau,0,12709
15736,scata,1,12708
15737,scaer,1,12707
15738,sazos,1,12706
15739,sazilly,1,12705
15740,sazeret,1,12704
15741,sazeray,1,12703
15742,saze,1,12702
15743,sayat,1,12701
15744,saxonnex,0,12701
15745,saxon,0,12701
15746,saxi,0,12701
15747,saxel,1,12700
15748,savoyeux,1,12699
15749,savoye,0,12699
15750,savournon,1,12698
15751,savournin,0,12698
15752,savouges,1,12697
15753,savonnieresperthois,1,12696
15754,saveuse,1,12695
15755,saveres,1,12694
15756,saverdun,1,12693
15757,savennieres,1,12692
15758,sauveurmontagut,0,12692
15759,sauveurmeilhan,0,12692
15760,sauveurlandes,0,12692
15761,sauveurlandemont,0,12692
15762,sauveurginestoux,0,12692
15763,sauveurflee,0,12692
15764,sauveuremalleville,0,12692
15765,sauveurdiois,0,12692
15766,sauveurcruzieres,0,12692
15767,sauveurcarrouges,0,12692
15768,sauveurbray,0,12692
15769,sauveuraunis,0,12692
15770,sauveterrerouergue,1,12691
15771,sauveterrelemance,1,12690
15772,sauveterreguyenne,1,12689
15773,sauveterrecomminges,1,12688
15774,sauveterrebearn,1,12687
15775,sauvetatsaveres,1,12686
15776,sauvetatdropt,1,12685
15777,sauvessanges,1,12684
15778,sauvesauvergne,0,12684
15779,sauverny,1,12683
15780,sauvelade,1,12682
15781,sauvat,1,12681
15782,sauvain,1,12680
15783,sauveurpeyre,0,12680
15784,sauveurpierrepont,0,12680
15785,sauveurpommeraye,0,12680
15786,sauvimont,1,12679
15787,savenes,1,12678
15788,savenay,1,12677
15789,savarthes,1,12676
15790,sauzon,1,12675
15791,sauziere,0,12675
15792,sauzens,0,12675
15793,sauzelles,1,12674
15794,sauzelac,1,12673
15795,sauvy,0,12673
15796,sauvoy,1,12672
15797,sauvin,1,12671
15798,sauvillers,0,12671
15799,sauveurpuisaye,0,12671
15800,sauvignybeureal,1,12670
15801,sauvigneypesmes,1,12669
15802,sauvigneygray,1,12668
15803,sauvignac,1,12667
15804,sauvier,0,12667
15805,sauvian,1,12666
15806,sauveurvicomte,0,12666
15807,sauveurvallee,0,12666
15808,sauveursagne,0,12666
15809,sauveurrue,0,12666
15810,sauveurpuynormand,0,12666
15811,senozan,1,12665
15812,sensacq,0,12665
15813,sensbretagne,1,12664
15814,sistels,1,12663
15815,sissonne,1,12662
15816,sisco,1,12661
15817,siros,1,12660
15818,sirod,1,12659
15819,sireix,1,12658
15820,siradan,1,12657
15821,siracourt,1,12656
15822,sirach,0,12656
15823,sirac,1,12655
15824,siouville,0,12655
15825,sioracriberac,1,12654
15826,sioracperigord,1,12653
15827,sionviller,1,12652
15828,sionne,1,12651
15829,sionmines,1,12650
15830,sioniac,1,12649
15831,sinzos,1,12648
15832,sinsat,1,12647
15833,sinnoble,1,12646
15834,sinnamary,1,12645
15835,singrist,1,12644
15836,singly,1,12643
15837,singleyrac,1,12642
15838,singles,1,12641
15839,sinderes,1,12640
15840,sissy,1,12639
15841,sisteron,1,12638
15842,solbach,1,12637
15843,sivergues,1,12636
15844,solange,0,12636
15845,solaize,1,12635
15846,solages,0,12635
15847,soizybois,1,12634
15848,soirans,1,12633
15849,soingssologne,1,12632
15850,soing,0,12632
15851,soindres,1,12631
15852,soigny,0,12631
15853,soignollesbrie,1,12630
15854,soignolles,1,12629
15855,sognymoulins,1,12628
15856,sognyl,0,12628
15857,sognollesmontois,1,12627
15858,soeurdres,1,12626
15859,sode,1,12625
15860,socx,1,12624
15861,socourt,1,12623
15862,sochaux,1,12622
15863,soccia,1,12621
15864,smermesnil,1,12620
15865,smarves,1,12619
15866,six,1,12618
15867,sivryperche,1,12617
15868,sivignon,1,12616
15869,sinceyrouvray,1,12615
15870,sinceny,1,12614
15871,sinard,1,12613
15872,simple,1,12612
15873,sillas,1,12611
15874,sillars,1,12610
15875,sillanscascade,1,12609
15876,sillans,1,12608
15877,silhen,1,12607
15878,silhac,1,12606
15879,silfiac,1,12605
15880,sigychatel,1,12604
15881,sigybray,1,12603
15882,sigy,1,12602
15883,siguer,1,12601
15884,sigournais,1,12600
15885,sigoules,1,12599
15886,sigottier,1,12598
15887,sigonce,1,12597
15888,sigolsheim,1,12596
15889,sigolene,0,12596
15890,sigogne,1,12595
15891,signypetit,1,12594
15892,signyabbaye,1,12593
15893,signol,0,12593
15894,signeville,1,12592
15895,signets,0,12592
15896,signes,1,12591
15897,signac,1,12590
15898,sillegny,1,12589
15899,sillegue,1,12588
15900,silleguillaume,1,12587
15901,simandres,1,12586
15902,simorre,1,12585
15903,simonpellouaille,0,12585
15904,simonbordes,0,12585
15905,simianerotonde,1,12584
15906,simiane,1,12583
15907,simeyrols,1,12582
15908,simeux,0,12582
15909,simer,0,12582
15910,simeonbressieux,0,12582
15911,simencourt,1,12581
15912,simard,1,12580
15913,simacourbe,1,12579
15914,sillephilippe,1,12578
15915,silvarouvres,1,12577
15916,silvareccio,1,12576
15917,silvange,0,12576
15918,siltzheim,1,12575
15919,silmont,1,12574
15920,sillysaulnois,1,12573
15921,sillypoterie,1,12572
15922,sillylong,1,12571
15923,sillygouffern,1,12570
15924,sillingy,1,12569
15925,sillery,1,12568
15926,solaro,1,12567
15927,soleilhas,1,12566
15928,sigismondclermont,0,12566
15929,sorbo,0,12566
15930,sorbais,1,12565
15931,soranscordiers,0,12565
15932,soransbreurey,1,12564
15933,sor,1,12563
15934,soppehaut,1,12562
15935,soppebas,1,12561
15936,soorts,1,12560
15937,sonzay,1,12559
15938,sonthonnaxmontagne,1,12558
15939,sons,0,12558
15940,sonnette,0,12558
15941,sonnaz,1,12557
15942,sonnay,1,12556
15943,songy,1,12555
15944,songieu,1,12554
15945,songeson,1,12553
15946,songeons,1,12552
15947,sone,1,12551
15948,sondersdorf,1,12550
15949,sondernach,1,12549
15950,sonchamp,1,12548
15951,sonac,1,12547
15952,son,1,12546
15953,somsois,1,12545
15954,sompuis,1,12544
15955,sorbier,1,12543
15956,sorbollano,1,12542
15957,solemont,1,12541
15958,sorbon,1,12540
15959,sorne,0,12540
15960,sornac,1,12539
15961,sormery,1,12538
15962,sorlinvienne,0,12538
15963,sorlinvalloire,0,12538
15964,sorlinmorestel,0,12538
15965,sorlinconac,0,12538
15966,sorlinbugey,0,12538
15967,sorlinarves,0,12538
15968,sorio,1,12537
15969,sorinieres,1,12536
15970,sorigny,1,12535
15971,sorholus,0,12535
15972,sorhapuru,1,12534
15973,sorgues,1,12533
15974,sorges,1,12532
15975,sorgeat,1,12531
15976,soreze,1,12530
15977,soreng,0,12530
15978,sorelvimeu,1,12529
15979,sorede,1,12528
15980,soreac,1,12527
15981,sore,1,12526
15982,sordeabbaye,1,12525
15983,sorbs,1,12524
15984,sompt,1,12523
15985,sommieresclain,1,12522
15986,sommieres,1,12521
15987,sommevoire,1,12520
15988,somain,1,12519
15989,solve,0,12519
15990,solutre,0,12519
15991,solterre,1,12518
15992,solrinnes,1,12517
15993,solrechateau,1,12516
15994,solorgues,0,12516
15995,solomiac,1,12515
15996,sologny,1,12514
15997,sollieres,1,12513
15998,sollacaro,1,12512
15999,soline,0,12512
16000,solin,0,12512
16001,solignytrappe,1,12511
16002,solignyetangs,1,12510
16003,solignat,1,12509
16004,soliers,1,12508
16005,solgne,1,12507
16006,solferino,1,12506
16007,soleymieu,1,12505
16008,solers,1,12504
16009,solerieux,1,12503
16010,soler,1,12502
16011,solenzara,1,12501
16012,solente,1,12500
16013,sombacour,1,12499
16014,sombernon,1,12498
16015,sombre,0,12498
16016,sommepy,0,12498
16017,sommeval,1,12497
16018,sommesous,1,12496
16019,sommesnil,1,12495
16020,sommery,1,12494
16021,sommerviller,1,12493
16022,sommervieu,1,12492
16023,sommeron,1,12491
16024,sommermont,1,12490
16025,sommereux,1,12489
16026,sommerecourt,1,12488
16027,sommerance,1,12487
16028,sommelonne,1,12486
16029,sombrin,1,12485
16030,sommelans,1,12484
16031,sommeilles,1,12483
16032,sommedieue,1,12482
16033,sommecaise,1,12481
16034,sommauthe,1,12480
16035,sommant,1,12479
16036,sommancourt,1,12478
16037,sommaisne,0,12478
16038,sommaing,1,12477
16039,somloire,1,12476
16040,sombrun,1,12475
16041,sigloy,1,12474
16042,sigillat,0,12474
16043,sentaraille,0,12474
16044,sermamagny,1,12473
16045,sermaize,1,12472
16046,sermaises,1,12471
16047,sermages,1,12470
16048,serley,1,12469
16049,seris,1,12468
16050,seringes,0,12468
16051,serilhac,1,12467
16052,serigne,1,12466
16053,serignancomtat,1,12465
16054,serignan,1,12464
16055,serifontaine,1,12463
16056,series,0,12463
16057,seriers,1,12462
16058,sericourt,1,12461
16059,serian,1,12460
16060,sergines,1,12459
16061,sergenon,1,12458
16062,sergenaux,1,12457
16063,sergeac,1,12456
16064,serge,0,12456
16065,serezinrhone,1,12455
16066,serezinla,0,12455
16067,serez,1,12454
16068,serevillers,1,12453
16069,serent,1,12452
16070,sermaizebains,1,12451
16071,sermange,1,12450
16072,serrieresbriord,1,12449
16073,sermano,1,12448
16074,serreslous,0,12448
16075,serresapins,1,12447
16076,serremoulieres,1,12446
16077,serraval,1,12445
16078,serralongue,1,12444
16079,serquigny,1,12443
16080,serques,1,12442
16081,serpent,1,12441
16082,serpaize,1,12440
16083,seroux,0,12440
16084,serotin,0,12440
16085,seron,1,12439
16086,serocourt,1,12438
16087,serninplain,0,12438
16088,serninlavaur,0,12438
16089,serninbois,0,12438
16090,sernhac,1,12437
16091,sermur,1,12436
16092,sermoyer,1,12435
16093,sermizelles,1,12434
16094,sermiers,1,12433
16095,sermesse,1,12432
16096,sermersheim,1,12431
16097,sermerieu,1,12430
16098,sermentizon,1,12429
16099,serenac,1,12428
16100,serempuy,1,12427
16101,seremange,1,12426
16102,serelavedan,1,12425
16103,septmonts,1,12424
16104,septmoncel,1,12423
16105,septiers,0,12423
16106,septfontaines,1,12422
16107,septfonds,1,12421
16108,septeuil,1,12420
16109,septemesvallons,1,12419
16110,septeme,1,12418
16111,seppoishaut,1,12417
16112,seppoisbas,1,12416
16113,sepmes,1,12415
16114,sepmeries,1,12414
16115,sepert,0,12414
16116,sepeaux,1,12413
16117,senven,1,12412
16118,senuc,1,12411
16119,sentous,1,12410
16120,sentinelle,1,12409
16121,sentilly,1,12408
16122,sentheim,1,12407
16123,sentenacserou,1,12406
16124,sentenacoust,1,12405
16125,sentenac,0,12405
16126,sentelie,1,12404
16127,sentein,1,12403
16128,septsarges,1,12402
16129,septvaux,1,12401
16130,sepulchre,0,12401
16131,seraumont,1,12400
16132,sereilhac,1,12399
16133,seree,1,12398
16134,serecourt,1,12397
16135,serdinya,1,12396
16136,sercy,1,12395
16137,sercus,1,12394
16138,sercoeur,1,12393
16139,serches,1,12392
16140,serbonnes,1,12391
16141,serbannes,1,12390
16142,serazereux,1,12389
16143,seraucourtgrand,1,12388
16144,sepvigny,1,12387
16145,seranvillers,1,12386
16146,seranville,1,12385
16147,seranon,1,12384
16148,serandon,1,12383
16149,seran,0,12383
16150,serain,1,12382
16151,sequestre,1,12381
16152,sequehart,1,12380
16153,sequedin,1,12379
16154,sepx,1,12378
16155,sepvret,1,12377
16156,serriera,1,12376
16157,serriereschautagne,1,12375
16158,sigean,1,12374
16159,sezanne,1,12373
16160,seythenex,1,12372
16161,seyssuel,1,12371
16162,seyssins,1,12370
16163,seyssinet,0,12370
16164,seyresse,1,12369
16165,seyre,1,12368
16166,seynod,1,12367
16167,seynes,1,12366
16168,seyches,1,12365
16169,seychalles,1,12364
16170,sexfontaines,1,12363
16171,sexeyforges,1,12362
16172,sexeybois,1,12361
16173,sexcles,1,12360
16174,sewen,1,12359
16175,sevry,1,12358
16176,sevrier,1,12357
16177,sevrey,1,12356
16178,sevran,1,12355
16179,sevrai,1,12354
